# ----------------------------------------
Session primary channel group (Default channel group),Date + hour (YYYYMMDDHH),Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Direct,2024042314,65,82,39,61.96341500000000,0.6,4.597561000000000,0.47560999999999998,377
Direct,2024042511,65,76,49,54,0.7538460000000000,4.25,0.6447370000000000,323
Direct,2024043020,65,79,44,66.20253200000001,0.676923000000000,5.1265820000000000,0.5569620000000000,405
Direct,2024050117,65,81,34,16.876543000000002,0.5230770000000000,3.54321000000000,0.41975299999999999,287
Organic Search,2024040912,65,67,46,77.80597000000000,0.7076920000000000,4.164179000000000,0.6865670000000000,279
Organic Search,2024040913,65,78,45,97.43589700000000,0.6923080000000000,3.871795000000000,0.5769230000000000,302
Organic Search,2024040922,65,81,50,66.53086399999999,0.7692310000000000,4.481481000000000,0.6172840000000001,363
Organic Search,2024041310,65,72,49,55.65277800000000,0.7538460000000000,4.833333000000000,0.6805560000000000,348
Organic Search,2024041719,65,77,46,42.25974000000000,0.7076920000000000,3.4675319999999998,0.5974030000000000,267
Organic Search,2024041921,65,74,46,45.472973000000003,0.7076920000000000,4.108108000000000,0.6216220000000000,304
Organic Search,2024042316,65,75,46,47.946666999999998,0.7076920000000000,3.72,0.6133330000000000,279
Organic Search,2024042419,65,76,48,53.38157900000000,0.7384620000000000,5.131579000000000,0.631579000000000,390
Organic Search,2024042420,65,72,40,43.22222200000000,0.6153850000000000,3.875,0.5555560000000000,279
Organic Search,2024042918,65,73,44,39.32876700000000,0.676923000000000,4.410959000000000,0.6027400000000001,322
Organic Search,2024042920,65,78,47,54.333333000000003,0.7230770000000000,4.1923079999999997,0.6025640000000000,327
Organic Search,2024043019,65,79,47,39.70886100000000,0.7230770000000000,4.063291000000000,0.5949370000000000,321
Organic Search,2024050122,65,79,49,65.68354400000000,0.7538460000000000,4.405063000000000,0.620253000000000,348
Organic Social,2024040600,65,108,46,19.86111100000000,0.7076920000000000,3.8981479999999999,0.42592600000000003,421
Organic Social,2024040615,65,78,41,74.97435900000001,0.6307690000000000,5.038462000000000,0.5256410000000000,393
Organic Social,2024041001,65,95,43,59.11578900000000,0.6615380000000000,4.326316000000000,0.45263199999999998,411
Organic Social,2024042422,65,82,47,49.24390200000000,0.7230770000000000,5.170732000000000,0.573171000000000,424
Referral,2024041117,65,75,50,54.626666999999998,0.7692310000000000,5.773333000000000,0.6666670000000000,433
Referral,2024042211,65,73,52,75.57534200000001,0.8,5.1506850000000002,0.7123290000000000,376
Referral,2024043011,65,74,55,81.13513500000001,0.8461540000000000,6.256757000000000,0.7432430000000000,463
Referral,2024050222,65,78,45,61.64102600000000,0.6923080000000000,5.371795000000000,0.5769230000000000,419
Direct,2024041218,64,86,31,34.98837200000000,0.484375,3.383721000000000,0.36046499999999998,291
Direct,2024042220,64,88,35,37.44318200000000,0.546875,3.9318179999999998,0.3977270000000000,346
Direct,2024042311,64,75,45,32.733333000000002,0.703125,4.12,0.6,309
Direct,2024042318,64,76,37,67.46052600000000,0.578125,4.4868420000000002,0.4868420000000000,341
Direct,2024042521,64,82,28,29.682926999999999,0.4375,3.926829000000000,0.34146300000000002,322
Direct,2024042621,64,74,43,57.391891999999999,0.671875,4.5675679999999996,0.581081000000000,338
Direct,2024042819,64,85,40,58.294117999999997,0.625,4.647059000000000,0.47058800000000001,395
Direct,2024050220,64,79,24,28.49367100000000,0.375,3.9873419999999999,0.3037970000000000,315
Direct,2024050316,64,77,30,23.07792200000000,0.46875,4.376623000000000,0.38961000000000001,337
Organic Search,2024040816,64,70,45,102.9,0.703125,4.614286000000000,0.6428570000000000,323
Organic Search,2024040920,64,78,45,32.166666999999997,0.703125,3.58974400000000,0.5769230000000000,280
Organic Search,2024041118,64,72,39,49.708333000000003,0.609375,4.347222000000000,0.5416670000000000,313
Organic Search,2024041119,64,69,41,74.95652200000001,0.640625,4.6521739999999996,0.5942030000000000,321
Organic Search,2024041122,64,76,45,42.44736800000000,0.703125,3.736842000000000,0.5921050000000000,284
Organic Search,2024041613,64,76,37,27.82894700000000,0.578125,3.9078949999999999,0.4868420000000000,297
Organic Search,2024041915,64,77,42,36.675325000000001,0.65625,4.025974000000000,0.5454550000000000,310
Organic Search,2024042215,64,75,41,45.18666700000000,0.640625,3.48,0.5466670000000000,261
Organic Search,2024050214,64,76,44,62.71052600000000,0.6875,4.2105259999999998,0.5789470000000000,320
Organic Search,2024050314,64,74,47,45.82432400000000,0.734375,4.918919000000000,0.6351350000000000,364
Organic Social,2024041020,64,81,47,37.160494000000000,0.734375,4.728395000000000,0.5802470000000000,383
Organic Social,2024042016,64,71,53,47,0.828125,5.169014000000000,0.7464790000000000,367
Organic Social,2024042116,64,82,42,39.853659000000000,0.65625,4.012195000000000,0.5121950000000000,329
Organic Social,2024042814,64,78,44,67.26923100000000,0.6875,4.833333000000000,0.5641030000000000,377
Referral,2024041014,64,72,46,63.208333000000003,0.71875,5.208333000000000,0.6388890000000000,375
Referral,2024041718,64,76,52,56.4078950000000,0.8125,4.842105000000000,0.6842110000000000,368
Referral,2024041817,64,67,45,120.82089600000000,0.703125,6.313433000000000,0.6716420000000000,423
Referral,2024042423,64,76,45,74.48684200000000,0.703125,4.828947000000000,0.5921050000000000,367
Referral,2024043012,64,71,46,114.52112700000001,0.71875,5.830986000000000,0.647887000000000,414
Referral,2024043021,64,70,46,78.34285700000000,0.71875,5.685714000000000,0.6571430000000000,398
Referral,2024050110,64,71,50,75.6056340000000,0.78125,6.014085000000000,0.704225000000000,427
Referral,2024050118,64,69,55,128.84057999999999,0.859375,6.956522000000000,0.7971009999999999,480
Direct,2024040811,63,77,36,43.01298700000000,0.5714290000000000,4.324675000000000,0.4675320000000000,333
Direct,2024041421,63,75,29,46.42666700000000,0.4603170000000000,5.573333000000000,0.38666699999999998,418
Direct,2024041518,63,74,32,53.36486500000000,0.5079370000000000,3.635135000000000,0.43243199999999998,269
Direct,2024041519,63,72,31,43.77777800000000,0.49206299999999997,4.652778000000000,0.4305560000000000,335
Direct,2024041813,63,77,40,48.97402600000000,0.6349210000000000,5,0.5194810000000000,385
Direct,2024041916,63,78,43,54.93589700000000,0.6825400000000000,4.705128000000000,0.5512820000000000,367
Direct,2024042514,63,76,39,64.88157900000000,0.6190480000000000,5.0131579999999998,0.5131580000000000,381
Direct,2024042523,63,70,34,44.128571000000001,0.5396830000000000,4.557143000000000,0.4857140000000000,319
Direct,2024043011,63,73,32,59.945205000000001,0.5079370000000000,5.232877000000000,0.4383560000000000,382
Direct,2024050119,63,81,32,21.666667000000000,0.5079370000000000,3.950617000000000,0.3950620000000000,320
Direct,2024050219,63,84,41,59.29761900000000,0.6507940000000000,4.666667000000000,0.4880950000000000,392
Organic Search,2024040921,63,80,41,39.1375,0.6507940000000000,3.6,0.5125,288
Organic Search,2024041016,63,71,42,81.05633800000000,0.6666670000000000,4.295775000000000,0.5915490000000000,305
Organic Search,2024041510,63,75,45,70.61333300000000,0.7142860000000000,4.8933330000000002,0.6,367
Organic Search,2024041617,63,71,38,40.436619999999998,0.6031750000000000,3.732394000000000,0.5352110000000000,265
Organic Search,2024041621,63,72,45,31.13888900000000,0.7142860000000000,4.125,0.625,297
Organic Search,2024041813,63,73,41,47.28767100000000,0.6507940000000000,3.73972600000000,0.5616440000000000,273
Organic Search,2024042213,63,72,42,50.583333000000003,0.6666670000000000,4.388889000000000,0.5833330000000000,316
Organic Search,2024042219,63,74,39,36.74324300000000,0.6190480000000000,4,0.527027000000000,296
Organic Search,2024042411,63,70,40,74.58571400000000,0.6349210000000000,5.5,0.5714290000000000,385
Organic Search,2024042519,63,68,35,61.98529400000000,0.5555560000000000,3.0588240000000000,0.5147060000000000,208
Organic Search,2024050119,63,70,36,47.94285700000000,0.5714290000000000,4.985714000000000,0.5142860000000000,349
Organic Search,2024050312,63,74,52,59.87837800000000,0.8253970000000000,4.905405000000000,0.7027030000000000,363
Organic Social,2024041022,63,78,44,38.1025640000000,0.6984130000000000,5.256410000000000,0.5641030000000000,410
Organic Social,2024041310,63,82,50,64.76829300000000,0.7936510000000000,5.634146000000000,0.6097560000000000,462
Organic Social,2024041315,63,87,45,45.11494300000000,0.7142860000000000,4.747126000000000,0.5172410000000000,413
Organic Social,2024042011,63,80,51,67.525,0.8095240000000000,5.9,0.6375,472
Organic Social,2024042015,63,71,53,87.78873200000000,0.8412700000000000,5.605634000000000,0.7464790000000000,398
Organic Social,2024042121,63,74,44,38.932431999999999,0.6984130000000000,5.121622000000000,0.5945950000000000,379
Referral,2024040918,63,72,47,75.84722200000000,0.746032000000000,5.25,0.6527780000000000,378
Referral,2024041011,63,69,48,80.71014500000000,0.7619050000000001,6.956522000000000,0.6956520000000000,480
Referral,2024041819,63,76,49,134.6184210000000,0.7777780000000000,5.065789000000000,0.6447370000000000,385
Referral,2024042412,63,75,51,72.6,0.8095240000000000,5.386667000000000,0.68,404
Referral,2024050111,63,68,53,127.02941199999999,0.8412700000000000,7.235294000000000,0.7794120000000000,492
Referral,2024050213,63,73,51,114.10958900000000,0.8095240000000000,6.821918000000000,0.6986300000000000,498
Direct,2024041514,62,77,38,41.90909100000000,0.6129030000000000,4.402597000000000,0.4935060000000000,339
Direct,2024041611,62,79,37,53.78481000000000,0.5967740000000000,4.177215000000000,0.46835399999999999,330
Direct,2024041710,62,72,34,37.041666999999997,0.5483870000000000,4.013889000000000,0.4722220000000000,289
Direct,2024041713,62,80,39,38.3375,0.6290320000000000,4.0375,0.4875,323
Direct,2024042320,62,71,32,40.859155000000001,0.5161289999999999,3.9014080000000000,0.4507040000000000,277
Direct,2024042616,62,69,39,59.710144999999997,0.6290320000000000,3.7971010000000001,0.5652170000000000,262
Direct,2024050317,62,77,32,93.24675300000000,0.5161289999999999,4.64935100000000,0.4155840000000000,358
Organic Search,2024042214,62,73,35,18.397259999999999,0.5645160000000000,3.3698630000000001,0.4794520000000000,246
Organic Search,2024042312,62,71,40,46.54929600000000,0.6451610000000000,3.9859149999999999,0.5633800000000000,283
Organic Search,2024042512,62,81,43,61.28395100000000,0.6935480000000001,4.901235000000000,0.5308640000000000,397
Organic Search,2024050210,62,71,51,70.32394400000000,0.8225810000000000,4.661972000000000,0.7183100000000000,331
Organic Social,2024040710,62,84,48,49.583333000000003,0.7741940000000000,4.928571000000000,0.5714290000000000,414
Organic Social,2024040823,62,75,44,55.17333300000000,0.7096770000000000,5.28,0.5866670000000000,396
Organic Social,2024040922,62,80,39,35.6625,0.6290320000000000,5.0875,0.4875,407
Organic Social,2024041409,62,84,41,31.714286000000001,0.6612900000000000,4.428571000000000,0.4880950000000000,372
Organic Social,2024041913,62,81,41,39.32098800000000,0.6612900000000000,4.962963000000000,0.5061730000000000,402
Organic Social,2024042014,62,72,52,73.66666700000000,0.8387100000000000,6.277778000000000,0.7222220000000000,452
Organic Social,2024042808,62,71,46,48.08450700000000,0.7419350000000000,4.802817000000000,0.647887000000000,341
Referral,2024040810,62,66,54,131.06060600000001,0.8709680000000000,7,0.8181820000000000,462
Referral,2024041220,62,65,54,102.81538500000001,0.8709680000000000,9.492308000000000,0.8307690000000000,617
Referral,2024041519,62,68,50,106.45588200000000,0.8064519999999999,6.514706000000000,0.7352940000000000,443
Referral,2024041711,62,72,49,94.26388900000001,0.7903230000000000,5.333333000000000,0.6805560000000000,384
Referral,2024042415,62,76,54,104.09210500000000,0.8709680000000000,6.25,0.7105260000000000,475
Referral,2024042511,62,72,49,81.95833300000000,0.7903230000000000,6.013889000000000,0.6805560000000000,433
Referral,2024042915,62,66,45,92.42424200000001,0.7258060000000000,8.984848000000000,0.6818180000000000,593
Direct,2024041013,61,69,32,46.15942000000000,0.5245900000000000,4.463768000000000,0.463768000000000,308
Direct,2024041212,61,78,33,22.756409999999999,0.5409840000000000,3.358974000000000,0.4230770000000000,262
Direct,2024041221,61,77,27,41.064934999999998,0.4426230000000000,4.259740000000000,0.35064899999999999,328
Direct,2024041517,61,80,39,48.4875,0.639344000000000,3.925,0.4875,314
Direct,2024042222,61,77,40,56.22077900000000,0.6557380000000000,3.7012990000000001,0.5194810000000000,285
Direct,2024042912,61,74,40,91.06756799999999,0.6557380000000000,5.094595000000000,0.5405410000000000,377
Direct,2024043018,61,72,32,42.72222200000000,0.5245900000000000,4.638889000000000,0.4444440000000000,334
Direct,2024043019,61,74,32,22.72973000000000,0.5245900000000000,3.364865000000000,0.43243199999999998,249
Direct,2024050123,61,81,33,37.76543200000000,0.5409840000000000,4.185185000000000,0.4074070000000000,339
Organic Search,2024040819,61,67,40,27.71641800000000,0.6557380000000000,3.582090000000000,0.5970150000000000,240
Organic Search,2024041220,61,74,43,48.91891900000000,0.7049180000000000,3.7432430000000001,0.581081000000000,277
Organic Search,2024041320,61,70,33,47.885714000000000,0.5409840000000000,3.914286000000000,0.4714290000000000,274
Organic Search,2024041423,61,69,34,45.57971000000000,0.5573770000000000,3.420290000000000,0.4927540000000000,236
Organic Search,2024041513,61,72,43,71.70833300000000,0.7049180000000000,4.208333000000000,0.5972220000000000,303
Organic Search,2024042618,61,66,40,60.984848000000000,0.6557380000000000,4.303030000000000,0.6060610000000000,284
Organic Search,2024042714,61,69,36,33.44927500000000,0.5901640000000000,3.9855070000000001,0.5217390000000000,275
Organic Search,2024043020,61,73,46,48.56164400000000,0.7540980000000000,4.123288000000000,0.6301369999999999,301
Organic Social,2024040609,61,79,45,48.88607600000000,0.7377050000000001,4.936709000000000,0.569620000000000,390
Organic Social,2024040701,61,84,47,61.226190000000003,0.7704920000000000,5.142857000000000,0.5595240000000000,432
Organic Social,2024041701,61,95,35,45.97894700000000,0.5737700000000000,4.526316000000000,0.3684210000000000,430
Organic Social,2024041901,61,83,37,37.024096000000000,0.6065570000000000,3.5060240000000000,0.4457830000000000,291
Organic Social,2024042118,61,70,48,41.57142900000000,0.7868849999999999,5.257143000000000,0.6857140000000000,368
Referral,2024040612,61,67,49,93.68656700000000,0.8032790000000000,7.17910400000000,0.7313430000000000,481
Referral,2024041121,61,69,42,82.14492799999999,0.6885250000000001,5.492754000000000,0.6086960000000000,379
Referral,2024041122,61,69,42,91.1159420000000,0.6885250000000001,6.666667000000000,0.6086960000000000,460
Referral,2024041822,61,68,44,62.35294100000000,0.7213110000000000,5.338235000000000,0.6470590000000001,363
Referral,2024042317,61,70,45,53.628571000000001,0.7377050000000001,5.128571000000000,0.6428570000000000,359
Referral,2024042413,61,65,43,43.646154000000003,0.7049180000000000,4.630769000000000,0.6615380000000000,301
Referral,2024042918,61,64,48,100.046875,0.7868849999999999,6.078125,0.75,389
Referral,2024050123,61,65,43,114.87692300000001,0.7049180000000000,5.861538000000000,0.6615380000000000,381
Direct,2024040600,60,66,40,97.5909090000000,0.6666670000000000,4.03030300000000,0.6060610000000000,266
Direct,2024040715,60,73,35,52.58904100000000,0.5833330000000000,4.4520549999999997,0.4794520000000000,325
Direct,2024041318,60,76,31,23.960526000000002,0.5166670000000000,3.289474000000000,0.40789500000000001,250
Direct,2024042214,60,77,39,51.298701000000001,0.65,4.233766000000000,0.5064940000000000,326
Direct,2024042617,60,74,33,33.91891900000000,0.55,3.6486489999999998,0.44594600000000001,270
Direct,2024042823,60,66,36,92.71212100000000,0.6,5.984848000000000,0.5454550000000000,395
Direct,2024050215,60,71,31,42.690140999999997,0.5166670000000000,3.8732389999999999,0.43662000000000001,275
Direct,2024050221,60,74,34,51.351351000000001,0.5666670000000000,4.472973000000000,0.4594590000000000,331
Organic Search,2024040720,60,64,42,49.171875,0.7,4.59375,0.65625,294
Organic Search,2024040918,60,65,38,25.4,0.6333330000000000,3.6,0.5846150000000000,234
Organic Search,2024041019,60,69,41,35.072463999999997,0.6833330000000000,3.4782609999999998,0.5942030000000000,240
Organic Search,2024041216,60,69,37,37.30434800000000,0.6166670000000000,3.681159000000000,0.5362320000000000,254
Organic Search,2024041412,60,66,40,36.378788000000000,0.6666670000000000,4.2272730000000003,0.6060610000000000,279
Organic Search,2024041619,60,71,40,21.3943660000000,0.6666670000000000,3.4788730000000001,0.5633800000000000,247
Organic Search,2024041717,60,67,42,58.776119000000001,0.7,3.4477609999999999,0.6268660000000000,231
Organic Search,2024041912,60,75,44,35.25333300000000,0.7333330000000000,3.3066670000000000,0.5866670000000000,248
Organic Search,2024041922,60,70,42,38.32857100000000,0.7,4.457143000000000,0.6,312
Organic Search,2024042210,60,69,45,36.98550700000000,0.75,4.63768100000000,0.6521740000000000,320
Organic Search,2024043012,60,75,42,54.24,0.7,4.64,0.56,348
Organic Search,2024050120,60,66,42,56.984848000000000,0.7,3.9242420000000000,0.6363640000000000,259
Organic Search,2024050311,60,75,42,42.053333000000002,0.7,3.933333000000000,0.56,295
Organic Social,2024040623,60,81,34,29.22222200000000,0.5666670000000000,3.7777780000000001,0.41975299999999999,306
Organic Social,2024040809,60,69,44,123.14492799999999,0.7333330000000000,5.36231900000000,0.6376810000000001,370
Organic Social,2024041109,60,79,39,48.46835400000000,0.65,4.253165000000000,0.4936710000000000,336
Organic Social,2024041223,60,68,40,61.14705900000000,0.6666670000000000,5.779412000000000,0.5882350000000000,393
Referral,2024040820,60,70,42,51.614286000000000,0.7,4.728571000000000,0.6,331
Referral,2024040922,60,72,46,89.13888900000001,0.7666670000000000,6.430556000000000,0.6388890000000000,463
Referral,2024041621,60,72,44,88.75,0.7333330000000000,5.152778000000000,0.6111110000000000,371
Referral,2024041716,60,65,51,72.67692300000000,0.85,5.923077000000000,0.7846150000000000,385
Referral,2024041811,60,68,50,74.38235299999999,0.8333330000000000,7.3088240000000004,0.7352940000000000,497
Referral,2024042212,60,71,53,105.74647899999999,0.8833330000000000,7.845070000000000,0.7464790000000000,557
Referral,2024042313,60,69,47,88.53623200000000,0.7833329999999999,5.565217000000000,0.6811590000000000,384
Referral,2024042418,60,71,37,68.4225350000000,0.6166670000000000,4.774648000000000,0.5211270000000000,339
Referral,2024042611,60,70,48,106.02857100000000,0.8,5.4714289999999997,0.6857140000000000,383
Referral,2024042720,60,67,45,67.64179100000000,0.75,5,0.6716420000000000,335
Referral,2024042922,60,68,46,85.04411800000000,0.7666670000000000,4.602941000000000,0.6764710000000000,313
Referral,2024050318,60,67,48,110,0.8,6.417910000000000,0.7164180000000000,430
Referral,2024050319,60,67,41,140.67164199999999,0.6833330000000000,6.388060000000000,0.6119400000000000,428
Direct,2024040722,59,71,30,25.774647999999999,0.5084750000000000,4.042254000000000,0.4225350000000000,287
Direct,2024040812,59,78,35,26.653846000000001,0.5932200000000000,3.948718000000000,0.44871800000000001,308
Direct,2024040918,59,67,30,31.08955200000000,0.5084750000000000,3.91044800000000,0.44776100000000002,262
Direct,2024041010,59,71,30,47.521127000000000,0.5084750000000000,4.577465000000000,0.4225350000000000,325
Direct,2024041213,59,69,26,33.608696000000002,0.4406780000000000,4.36231900000000,0.37681199999999998,301
Direct,2024041323,59,65,32,88.8,0.5423730000000000,4.815385000000000,0.49230800000000002,313
Direct,2024041516,59,77,31,29.571428999999998,0.5254240000000000,3.7012990000000001,0.4025970000000000,285
Direct,2024041520,59,86,31,66.87209300000001,0.5254240000000000,4.093023000000000,0.36046499999999998,352
Direct,2024041910,59,68,32,46.63235300000000,0.5423730000000000,4.205882000000000,0.47058800000000001,286
Direct,2024042122,59,75,35,54.84,0.5932200000000000,4.2,0.4666670000000000,315
Direct,2024042416,59,69,36,95.44927500000000,0.6101690000000000,4.173913000000000,0.5217390000000000,288
Direct,2024042620,59,70,36,51.05714300000000,0.6101690000000000,5.142857000000000,0.5142860000000000,360
Direct,2024042820,59,71,39,47.774647999999999,0.6610170000000000,4.014085000000000,0.5492960000000000,285
Direct,2024042822,59,76,27,43.39473700000000,0.4576270000000000,4.052632000000000,0.35526300000000000,308
Direct,2024043010,59,73,37,33.726027000000002,0.6271190000000000,4.082192000000000,0.5068490000000000,298
Direct,2024043017,59,68,28,38.94117600000000,0.4745760000000000,5.367647000000000,0.4117650000000000,365
Direct,2024050300,59,70,28,20.942857000000000,0.4745760000000000,4.314286000000000,0.4,302
Direct,2024050319,59,77,28,40.5974030000000,0.4745760000000000,4.7272730000000003,0.36363600000000001,364
Organic Search,2024041018,59,68,32,42.661765000000003,0.5423730000000000,3.8088240000000000,0.47058800000000001,259
Organic Search,2024041421,59,71,35,50,0.5932200000000000,4.309859000000000,0.49295800000000001,306
Organic Search,2024041917,59,68,40,75.73529400000000,0.6779660000000000,3.75,0.5882350000000000,255
Organic Search,2024041918,59,68,45,37.23529400000000,0.7627119999999999,4.0588240000000004,0.6617650000000000,276
Organic Search,2024042322,59,74,47,45.810811000000001,0.7966100000000000,4.04054100000000,0.6351350000000000,299
Organic Search,2024042423,59,71,44,24.52112700000000,0.7457630000000000,3.6901410000000001,0.6197180000000000,262
Organic Search,2024042517,59,67,46,43.985075000000002,0.7796610000000000,4.164179000000000,0.6865670000000000,279
Organic Search,2024042921,59,78,35,39.1025640000000,0.5932200000000000,3.641026000000000,0.44871800000000001,284
Organic Search,2024050216,59,67,39,51.46268700000000,0.6610170000000000,3.716418000000000,0.582090000000000,249
Organic Search,2024050220,59,69,40,34.34782600000000,0.6779660000000000,4.840580000000000,0.5797099999999999,334
Organic Social,2024041617,59,83,39,36.903613999999997,0.6610170000000000,4.313253000000000,0.46988000000000002,358
Organic Social,2024041707,59,77,36,41.27272700000000,0.6101690000000000,4.311688000000000,0.4675320000000000,332
Organic Social,2024042001,59,78,47,48.91025600000000,0.7966100000000000,5.487179000000000,0.6025640000000000,428
Referral,2024040814,59,66,47,55.666666999999997,0.7966100000000000,5.787879000000000,0.7121210000000000,382
Referral,2024041215,59,67,38,129.17910400000000,0.6440680000000000,4.940299000000000,0.5671640000000000,331
Referral,2024041713,59,72,39,84.875,0.6610170000000000,5.208333000000000,0.5416670000000000,375
Referral,2024042011,59,72,45,95.20833300000000,0.7627119999999999,6.208333000000000,0.625,447
Referral,2024042215,59,65,42,76.38461500000000,0.711864000000000,4.615385000000000,0.6461540000000000,300
Referral,2024042315,59,69,52,90.72463800000000,0.8813560000000000,5.913043000000000,0.7536230000000000,408
Referral,2024042320,59,65,47,102.26153800000000,0.7966100000000000,7.584615000000000,0.7230770000000000,493
Referral,2024042514,59,66,39,95.71212100000000,0.6610170000000000,5.090909000000000,0.5909090000000000,336
Referral,2024042712,59,64,53,78.734375,0.8983050000000000,6.546875,0.828125,419
Referral,2024042822,59,67,47,102.01492500000001,0.7966100000000000,7.268657000000000,0.7014930000000000,487
Referral,2024042912,59,66,48,100.5909090000000,0.8135590000000000,5.590909000000000,0.7272729999999999,369
Referral,2024043013,59,63,43,124.88888900000001,0.7288140000000000,5.825397000000000,0.6825400000000000,367
Direct,2024040823,58,66,28,49.833333000000003,0.4827590000000000,4.242424000000000,0.42424200000000001,280
Direct,2024041418,58,69,32,43.26087000000000,0.5517240000000000,3.4927540000000001,0.463768000000000,241
Direct,2024041812,58,71,37,62.38028200000000,0.6379310000000000,5.225352000000000,0.5211270000000000,371
Direct,2024041814,58,73,30,69.63013700000000,0.5172410000000000,4.232877000000000,0.410959000000000,309
Direct,2024041911,58,77,29,23.51948100000000,0.5,3.5324680000000002,0.37662299999999999,272
Direct,2024041915,58,71,40,53.91549300000000,0.6896550000000000,3.887324000000000,0.5633800000000000,276
Direct,2024042516,58,74,34,55.486485999999999,0.5862070000000000,4.513514000000000,0.4594590000000000,334
Direct,2024042612,58,76,43,83.07894700000000,0.7413790000000000,4,0.5657890000000000,304
Direct,2024042914,58,81,37,53.80246900000000,0.6379310000000000,4.074074000000000,0.4567900000000000,330
Direct,2024042917,58,77,34,52.18181800000000,0.5862070000000000,4.3896100000000002,0.44155800000000001,338
Direct,2024042920,58,73,40,41.89041100000000,0.6896550000000000,4.287671000000000,0.547945000000000,313
Direct,2024043013,58,69,34,35.88405800000000,0.5862070000000000,3.9420289999999998,0.4927540000000000,272
Direct,2024050212,58,70,33,66.32857100000000,0.5689660000000000,3.9,0.4714290000000000,273
Organic Search,2024040821,58,72,45,37.861111000000001,0.7758620000000001,4.027778000000000,0.625,290
Organic Search,2024041011,58,68,44,51.64705900000000,0.7586210000000000,3.588235000000000,0.6470590000000001,244
Organic Search,2024041809,58,63,36,41.76190500000000,0.6206900000000000,4.412698000000000,0.5714290000000000,278
Organic Search,2024042216,58,68,39,55.294117999999997,0.6724140000000000,4.367647000000000,0.5735290000000000,297
Organic Search,2024042310,58,62,42,47,0.7241379999999999,4.5,0.6774190000000000,279
Organic Search,2024042513,58,67,36,46.67164200000000,0.6206900000000000,4.522388000000000,0.5373130000000000,303
Organic Search,2024042523,58,67,36,23.940299000000000,0.6206900000000000,3.4776120000000001,0.5373130000000000,233
Organic Search,2024042612,58,64,44,50.953125,0.7586210000000000,3.53125,0.6875,226
Organic Search,2024042613,58,76,41,51.46052600000000,0.7068970000000000,4.4605259999999998,0.5394740000000000,339
Organic Search,2024042919,58,64,39,34.984375,0.6724140000000000,3.78125,0.609375,242
Organic Search,2024043013,58,66,40,53.95454500000000,0.6896550000000000,3.8333330000000001,0.6060610000000000,253
Organic Social,2024041101,58,86,40,62.33720900000000,0.6896550000000000,4.8023259999999999,0.46511599999999997,413
Organic Social,2024041112,58,73,40,58.10958900000000,0.6896550000000000,6.027397000000000,0.547945000000000,440
Organic Social,2024041311,58,75,47,49.54666700000000,0.8103450000000000,5.04,0.6266670000000000,378
Organic Social,2024041608,58,82,44,36.41463400000000,0.7586210000000000,5.097561000000000,0.5365850000000000,418
Organic Social,2024042009,58,75,37,31.466667000000001,0.6379310000000000,4.746667000000000,0.49333300000000002,356
Organic Social,2024042801,58,93,34,11.419354999999999,0.5862070000000000,3.5376340000000002,0.3655910000000000,329
Referral,2024040815,58,64,34,101.015625,0.5862070000000000,5.03125,0.53125,322
Referral,2024040821,58,65,40,84.78461500000000,0.6896550000000000,5.030769000000000,0.6153850000000000,327
Referral,2024041020,58,64,50,101.859375,0.8620690000000000,7.046875,0.78125,451
Referral,2024041021,58,64,45,91.78125,0.7758620000000001,6.671875,0.703125,427
Referral,2024042210,58,66,45,71.6969700000000,0.7758620000000001,5.242424000000000,0.6818180000000000,346
Referral,2024042311,58,67,49,96.41791000000001,0.8448280000000000,7.253731000000000,0.7313430000000000,486
Referral,2024042316,58,76,39,39.48684200000000,0.6724140000000000,4.828947000000000,0.5131580000000000,367
Referral,2024042319,58,66,47,107.8030300000000,0.8103450000000000,8,0.7121210000000000,528
Referral,2024042518,58,63,45,127.17460300000000,0.7758620000000001,7.333333000000000,0.7142860000000000,462
Referral,2024050217,58,65,38,93.61538500000000,0.6551720000000000,5.276923000000000,0.5846150000000000,343
Referral,2024050317,58,64,39,92.390625,0.6724140000000000,5.75,0.609375,368
Direct,2024040718,57,64,27,37.015625,0.47368399999999999,4.53125,0.421875,290
Direct,2024040720,57,71,32,38.50704200000000,0.5614040000000000,4.140845000000000,0.4507040000000000,294
Direct,2024040810,57,70,31,57.52857100000000,0.543860000000000,4.2,0.44285700000000000,294
Direct,2024040818,57,72,30,48.30555600000000,0.5263160000000000,3.9166669999999999,0.4166670000000000,282
Direct,2024040822,57,69,30,48.768115999999999,0.5263160000000000,4.7101449999999998,0.43478299999999998,325
Direct,2024040921,57,72,34,42.875,0.5964910000000000,3.388889000000000,0.4722220000000000,244
Direct,2024041018,57,72,29,80.20833300000000,0.5087720000000000,4.430556000000000,0.4027780000000000,319
Direct,2024041122,57,66,40,44.878788000000000,0.7017540000000000,3.409091000000000,0.6060610000000000,225
Direct,2024041200,57,73,27,44.863014000000000,0.47368399999999999,3.0547949999999999,0.3698630000000000,223
Direct,2024041512,57,70,30,26.742857000000001,0.5263160000000000,3.7,0.42857099999999998,259
Direct,2024041610,57,67,35,45.04477600000000,0.6140350000000000,4.17910400000000,0.5223880000000000,280
